Age,Education,Marital Status,Parental Status,Children,Income,Total_Spending,Days_as_Customer,Recency,Wines,Fruits,Meat,Fish,Sweets,Gold,Web,Catalog,Store,Discount Purchases,Total Promo,NumWebVisitsMonth,cluster
60,2,1,1,2,51195,564,4772,46,230,14,156,82,24,58,9,2,5,8,0,8,1
44,3,0,0,0,68092,1281,4513,7,852,60,207,78,36,48,2,6,10,2,0,5,2
49,2,1,1,1,31814,83,4823,73,35,3,20,4,1,20,2,0,3,2,1,9,0
57,3,0,1,2,51390,353,4977,54,205,20,47,23,2,56,5,2,5,6,0,5,1
39,2,1,0,0,76630,1003,4484,93,255,31,446,40,56,126.5,3,10,11,1,0,1,2
31,0,0,1,1,26868,14,4378,52,0,0,1,8,3,2,1,0,2,1,0,7,0
79,4,0,0,0,48948,902,4831,53,437,8,206,120.5,49,42,7,10,5,2,1,6,2
50,4,0,1,1,55260,1139,4882,81,825,8,53,11,0,126.5,8,10,5,2,0,6,1
66,2,1,1,1,64090,797,4644,8,316,58,161,76,51,126.5,6,9,4,1,0,5,2
64,2,0,1,1,78331,1638,4475,97,756,81,354,120.5,81,61,10,6,7,2,0,4,2
48,4,1,1,1,37087,401,4640,50,194,55,134,15,0,3,4,2,8,3,0,6,1
36,2,0,1,1,21846,84,4568,38,7,17,18,6,10,26,4,0,3,4,0,8,0
64,2,1,0,0,81320,928,4826,61,183,33,493,59,81,57,4,3,10,1,0,2,2
52,2,0,1,1,54137,203,4635,46,171,0,11,0,1,20,4,1,4,2,0,6,0
55,2,1,0,0,66825,858,4668,73,243,81,405,29,40,40,4,5,6,1,0,2,2
49,2,1,0,0,57100,409,4525,19,181,21,69,39,3,96,3,3,6,1,0,3,2
53,2,1,1,3,58917,282,4780,10,151,7,89,0,7,28,4,1,6,5,0,5,1
45,2,0,0,0,85072,1423,4399,94,494,81,391,120.5,11,126.5,3,4,10,1,0,0,2
61,2,0,0,0,86429,1449,4538,10,464,28,556,29,18,37,7,4,7,0,1,2,2
51,2,0,1,1,45684,28,4527,37,5,1,5,10,0,7,1,0,2,1,0,7,0
48,2,1,1,1,47889,67,4494,94,29,0,29,0,5,4,2,0,3,1,0,5,0
36,4,1,0,0,45921,199,4429,23,102,9,49,24,3,12,2,1,6,1,0,4,0
56,4,0,0,0,78420,1453,4683,75,604,28,556,91,28,28,3,10,8,1,0,1,2
30,2,1,0,0,75114,1253,4552,40,571,12,523,63,60,24,3,10,5,1,0,2,2
59,4,0,1,1,52278,1198,4838,24,953,0,71,0,0,126.5,10,5,10,6,0,8,1
50,3,1,1,1,35641,178,4668,11,63,3,67,8,9,28,3,1,4,2,0,7,0
28,2,0,0,0,95529,1990,4891,29,770,29,556,120.5,27,24,7,3,7,1,1,3,2
68,2,1,0,0,62820,976,4732,51,398,61,265,120.5,61,53,3,4,6,1,0,1,2
62,3,1,0,0,73113,1001,4503,86,741,19,154,50,9,28,3,4,7,1,0,2,2
40,4,1,0,0,84169,1919,4644,9,1225,19,403,0,19,0,7,6,6,1,2,3,2
68,1,0,1,1,42607,350,4542,30,156,29,56,30,32,47,3,2,7,2,0,3,1
68,4,0,0,0,74637,1650,4725,73,960,64,464,120.5,0,16,6,9,9,1,1,3,2
67,4,1,1,2,46015,46,4395,25,38,0,2,0,0,6,1,0,3,1,2,7,0
29,2,0,0,0,72354,1228,4756,67,315,26,473,120.5,12,126.5,2,10,6,1,0,1,2
53,3,0,1,1,39858,95,4839,67,15,20,25,2,7,26,2,0,4,1,0,6,0
74,4,1,1,2,34469,62,4374,58,19,6,20,0,5,12,1,1,4,3,0,4,0
36,2,1,1,1,83033,1761,4360,82,812,81,431,120.5,81,33,11,4,10,1,1,5,2
43,3,1,0,0,24401,467,4985,98,73,28,217,10,24,115,6,1,6,3,0,8,1
44,2,1,0,0,77583,1149,4457,93,372,23,384,120.5,12,108,4,5,9,1,1,2,2
40,1,0,0,0,74116,2052,4499,53,871,81,556,120.5,55,126.5,4,4,10,1,1,2,2
29,2,0,0,0,74293,1127,4374,66,375,81,335,93,81,81,5,4,6,1,0,2,2
46,4,1,1,1,68397,1416,4542,6,760,80,466,17,13,80,6,9,5,1,0,3,2
48,4,1,0,0,79632,1113,4400,42,471,0,510,99,21,12,6,4,9,1,0,2,2
33,2,0,1,1,46107,125,4457,78,31,9,27,16,9,33,1,1,4,1,0,3,0
71,4,0,1,1,64950,966,5004,29,819,0,72,12,0,63,11,2,10,2,1,7,1
33,0,1,1,1,25443,32,4872,82,1,4,3,8,9,7,1,0,3,1,0,8,0
70,2,0,0,0,75127,833,4356,92,203,35,305,46,17,126.5,2,11,5,1,0,1,2
51,4,1,1,1,32892,46,4353,78,26,0,15,2,1,2,3,0,3,2,0,8,0
51,2,1,0,0,71796,960,4566,54,354,21,311,120.5,75,32,9,3,4,1,0,4,2
52,4,1,1,1,67536,1829,4721,45,1225,0,447,23,71,35,11,5,11,3,1,8,1
51,2,0,1,1,55239,779,4668,59,371,17,238,23,24,106,7,5,11,3,0,5,1
47,4,0,1,1,60554,811,4642,8,588,7,76,110,15,15,8,4,9,2,0,6,1
70,1,0,1,2,64831,1120,4702,51,480,81,249,75,81,126.5,6,3,5,8,0,6,1
60,4,1,1,1,56067,725,4662,51,517,12,54,16,6,120,7,4,7,2,0,5,1
39,2,0,0,0,82025,1187,4715,76,267,81,556,48,70,98,3,2,6,1,1,1,2
69,2,1,0,0,94384,2302,4800,62,1111,24,556,120.5,45,126.5,5,8,5,0,3,2,2
36,0,0,0,0,14906,66,4872,86,7,7,14,7,16,15,2,1,3,3,0,7,0
35,4,1,0,0,51563,1250,4954,60,1166,0,48,0,0,36,4,4,10,1,2,8,1
40,1,1,1,1,57937,683,4451,56,261,42,144,55,48,126.5,4,4,9,3,0,3,2
43,2,0,1,2,68274,305,4590,83,135,25,51,23,25,46,4,2,5,2,0,3,1
45,2,1,1,1,39771,50,4523,92,6,2,18,2,8,14,2,0,3,1,0,4,0
47,1,0,1,1,67893,995,4954,31,711,28,142,49,18,47,3,2,9,2,0,8,1
43,4,1,1,1,27922,41,4368,80,11,0,13,2,4,11,2,0,3,1,0,4,0
46,4,1,1,2,52190,77,4370,39,42,0,17,0,0,18,2,1,3,3,1,5,0
49,3,0,1,2,44051,171,4834,20,79,7,58,6,3,18,3,1,4,4,0,6,0
51,4,0,1,2,42767,131,4732,53,20,6,43,19,5,38,3,1,2,1,0,8,0
46,3,1,1,2,46106,54,4367,84,30,0,8,2,0,14,1,1,2,1,0,6,0
46,4,1,1,2,16927,53,4822,50,20,2,23,3,1,4,3,0,4,5,0,8,0
57,2,1,1,1,59754,475,4893,96,115,27,44,4,81,126.5,5,2,6,3,0,5,1
70,2,0,1,1,53700,694,4999,94,263,5,233,69,41,83,5,5,8,4,0,5,1
49,2,1,1,2,59041,96,4371,25,69,2,15,2,2,6,2,0,4,2,0,5,0
65,4,0,1,1,54237,361,4746,48,267,3,30,4,0,57,5,2,5,4,0,6,1
55,2,0,1,1,70647,1079,4964,65,561,81,171,25,81,114,4,7,13,2,0,2,2
60,4,0,1,1,52597,578,4371,69,492,0,37,7,0,42,6,3,8,3,0,5,1
53,3,1,1,1,41021,64,4864,12,14,7,9,6,16,12,2,0,3,2,0,6,0
47,4,1,1,1,40233,149,4576,84,80,4,46,0,17,2,2,1,5,5,0,6,0
42,2,1,1,2,50183,231,4322,47,97,12,84,13,10,15,3,1,6,7,0,5,1
63,2,1,1,1,54753,728,4608,87,197,81,227,7,59,126.5,5,2,11,3,0,4,1
49,2,1,0,0,92955,1778,4632,35,693,21,556,31,24,84,6,7,9,1,2,2,2
49,2,1,1,1,33471,93,4943,47,43,2,27,0,9,12,3,0,4,3,0,7,0
48,4,1,1,1,34596,23,4760,48,14,0,2,0,0,7,1,0,2,1,0,8,0
42,2,1,1,1,44010,662,4942,46,186,36,234,86,72,48,10,2,6,6,0,9,1
34,2,1,0,0,84219,1198,4465,27,434,81,400,45,81,45,3,4,10,1,0,1,2
54,4,1,1,3,40706,81,4846,37,59,0,11,4,2,5,3,0,4,4,0,7,0
34,1,1,1,1,15716,92,4912,8,16,5,30,8,7,26,3,0,4,3,0,8,0
63,1,0,1,1,59052,491,4542,29,230,35,75,63,57,31,7,1,7,3,0,5,1
51,3,1,0,0,80573,1564,4941,85,829,81,430,60,81,15,4,6,13,1,0,2,2
60,2,1,0,0,83715,926,4464,2,318,8,407,120.5,35,8,2,8,13,1,0,0,2
63,3,1,0,0,82576,1910,5015,66,1206,55,445,120.5,18,18,2,4,12,1,1,1,2
57,3,1,1,3,56962,411,4579,60,292,3,77,10,3,26,6,3,5,7,0,7,1
70,2,1,1,2,35704,94,4495,54,30,9,12,2,11,30,2,0,4,3,0,4,0
68,2,1,1,1,53103,1085,4608,70,729,17,133,11,0,126.5,10,6,7,5,1,7,1
62,1,0,1,2,46779,23,4670,55,12,1,3,0,0,7,0,1,2,1,0,4,0
57,2,0,0,0,4861,6,4325,20,2,1,1,1,0,1,0,0,0,0,0,14,0
43,3,0,1,1,33462,54,4644,78,22,3,18,0,0,11,2,0,3,1,0,7,0
44,2,0,1,1,63693,1150,4576,63,587,43,337,42,81,54,11,6,9,3,0,6,1
72,2,1,0,0,80763,1415,4636,17,674,81,108,120.5,42,126.5,5,11,6,1,2,3,2
48,4,1,1,1,65352,405,4630,43,284,3,84,4,7,23,4,2,8,2,0,4,1
44,4,1,0,0,82170,1908,4534,13,1023,81,556,49,55,37,5,6,7,1,0,2,2
53,2,1,0,0,75759,2486,4565,46,1225,22,556,89,81,126.5,9,7,9,1,3,5,2
46,1,0,0,0,79689,1315,4731,65,311,26,556,120.5,37,121,4,9,13,1,0,2,2
66,4,0,1,2,35340,45,4318,1,27,0,12,0,1,5,2,0,3,2,0,5,0
68,2,0,0,0,85683,1789,4418,6,1225,17,311,45,69,51,2,4,10,1,4,1,2
50,1,1,1,1,24884,19,4895,32,3,6,7,0,0,3,0,0,3,1,0,7,0
41,3,1,1,1,42021,573,4985,34,393,5,136,7,5,27,10,1,6,5,1,9,1
33,2,0,1,1,64449,805,4449,70,218,63,282,120.5,35,70,5,3,12,4,0,4,2
68,2,0,1,2,64587,108,4325,49,66,0,16,0,6,20,1,1,4,2,0,3,0
27,2,0,0,0,34824,23,4413,65,4,2,11,2,0,4,1,0,2,1,0,6,0
44,2,1,0,0,75437,1493,4550,25,795,0,545,95,58,0,8,4,10,1,1,6,2
65,2,1,1,2,26091,89,4442,84,15,10,19,8,17,20,2,1,3,3,0,5,0
49,2,1,1,1,52845,936,4638,7,384,25,292,120.5,41,64,8,8,6,3,1,6,1
66,2,0,1,1,46086,343,4556,34,244,8,32,7,2,50,3,1,8,4,0,4,1
66,4,0,1,1,78028,528,4975,38,158,19,288,25,0,38,6,4,9,1,2,7,1
35,4,0,0,0,95169,1901,4581,1,1225,21,449,106,20,20,4,3,4,1,2,1,2
41,1,1,1,2,56337,724,4777,25,349,16,144,28,5,126.5,8,5,4,5,2,8,1
35,2,1,1,1,22434,58,4819,25,4,12,11,3,13,15,2,0,3,2,0,8,0
68,4,1,1,1,36930,297,4726,50,223,2,31,0,2,39,5,2,4,5,0,8,1
68,2,0,1,1,36130,488,4830,46,157,43,127,68,56,37,3,8,4,6,1,4,1
69,3,1,1,1,65569,859,4919,96,397,46,288,20,38,70,6,5,10,2,0,3,1
70,2,1,0,0,83844,1574,4731,57,901,31,345,75,31,126.5,4,4,11,1,1,1,2
54,2,1,1,2,19514,69,4472,47,14,3,21,2,1,28,3,1,2,4,1,8,0
59,4,0,1,2,36736,17,4733,52,10,0,3,0,0,4,1,0,2,1,0,6,0
43,2,1,1,1,77568,2194,4991,30,1225,0,396,120.5,81,126.5,10,2,8,1,3,5,2
46,4,1,1,1,49187,116,4487,63,81,1,31,2,1,0,1,1,5,1,0,2,0
44,2,0,1,1,30168,279,4797,51,154,20,66,0,12,27,6,1,4,7,0,9,1
54,3,1,1,1,34053,103,4975,14,63,0,21,7,0,12,3,0,3,1,0,8,0
51,3,1,1,2,38196,44,4390,20,30,0,11,0,0,3,2,0,4,3,0,5,0
71,3,1,0,0,59412,406,4389,56,90,67,165,30,43,11,4,2,8,1,0,3,2
57,1,1,0,0,70924,1363,4401,41,635,81,254,120.5,81,76,6,6,7,1,1,3,2
53,2,1,0,0,54165,236,4715,72,127,4,73,15,6,11,2,1,7,1,0,2,2
49,2,1,1,1,32300,39,4860,1,13,3,6,6,5,6,1,0,3,1,0,8,0
46,2,0,0,0,20180,137,4812,27,18,42,24,15,20,18,2,1,4,1,0,7,0
49,2,1,1,1,34961,79,4328,77,45,2,26,4,1,1,3,1,3,3,0,7,0
48,4,1,1,1,28440,63,4675,87,38,1,24,0,0,0,2,0,3,1,0,8,0
69,4,1,1,3,64504,1314,4800,81,986,36,168,16,0,108,11,3,4,7,0,7,1
56,3,1,1,1,33564,71,4323,51,61,0,3,0,0,7,1,1,3,1,0,5,0
44,2,1,1,1,17345,58,4921,79,4,9,16,17,0,12,2,1,2,2,0,8,0
55,4,1,1,1,56320,702,4765,11,201,53,172,116,77,83,5,4,9,3,0,4,1
44,2,0,1,1,28647,94,4630,54,19,8,29,0,12,26,2,2,2,1,1,7,0
35,0,0,1,1,15038,80,4834,93,4,8,11,19,12,26,2,1,2,2,0,9,0
64,4,0,1,1,32173,22,4650,0,18,0,2,0,0,2,1,0,3,1,0,4,0
58,1,1,1,1,68316,1211,4920,54,806,80,161,120,11,33,10,7,10,5,0,6,1
51,2,1,0,0,74538,1461,4683,21,380,81,556,110,81,28,8,8,5,1,1,3,2
51,2,0,0,0,91700,1968,4846,58,576,81,556,120.5,81,19,8,6,5,1,0,3,2
53,2,1,0,0,68695,1091,4322,3,458,81,356,106,50,40,4,4,7,1,0,2,2
45,1,1,1,1,31056,55,4841,99,5,10,13,3,8,16,1,0,3,1,0,8,0
49,2,1,0,0,79593,1366,4366,70,350,60,556,110,81,126.5,5,6,7,1,1,2,2
42,2,0,0,0,28071,313,4987,65,39,33,130,41,26,44,5,1,5,2,0,8,1
64,4,1,1,2,37334,62,4441,44,26,1,16,2,2,15,3,0,4,4,0,4,0
50,3,0,1,2,46423,92,4602,6,68,0,16,0,0,8,2,0,4,3,0,7,0
51,4,1,1,1,37126,72,4409,9,45,3,9,4,4,7,1,2,2,1,1,6,0
69,2,1,1,1,47703,655,4714,95,359,0,134,13,26,123,6,3,8,4,0,5,1
63,2,1,1,1,61180,704,4385,70,403,24,29,6,24,126.5,5,5,6,2,1,3,1
68,2,1,1,2,38998,54,4921,92,34,1,14,0,0,5,2,0,3,3,0,8,0
31,2,0,0,0,8028,178,4967,62,73,18,66,7,12,2,0,1,0,15,0,19,0
60,2,1,0,0,76081,1033,4355,85,292,30,415,63,33,126.5,4,5,4,1,1,2,2
36,2,1,1,1,34728,36,4652,2,14,0,16,0,0,6,1,1,2,1,0,6,0
57,3,0,1,1,33168,122,4942,0,80,1,37,0,1,3,2,1,4,3,0,7,0
56,3,1,1,1,33585,122,4595,91,30,11,33,13,6,29,2,0,4,1,0,4,0
62,4,1,1,1,77037,1123,4577,3,463,81,333,120.5,53,10,7,7,12,1,0,3,2
38,2,1,1,1,35196,497,4911,68,75,12,141,43,39,126.5,6,1,5,6,0,8,1
56,2,1,1,1,44529,691,4677,98,538,13,91,17,6,26,6,2,11,6,1,5,1
57,1,1,0,0,70924,1363,4401,41,635,81,254,120.5,81,76,6,6,7,1,1,3,2
56,4,1,1,2,28764,12,4342,16,8,0,3,0,0,1,1,0,2,1,1,8,0
73,4,1,0,0,69098,2440,4816,82,1225,22,556,120.5,0,126.5,7,8,9,1,0,5,2
52,1,0,1,2,25959,56,4818,1,4,2,12,7,5,26,1,2,2,2,0,6,0
39,3,1,1,1,27100,37,4768,64,12,0,13,2,0,10,1,0,3,1,0,7,0
37,2,0,0,0,70596,968,4950,68,347,44,534,17,0,26,3,5,12,1,0,2,2
48,2,1,1,1,42557,270,4987,98,192,5,53,0,5,15,6,1,4,4,0,8,1
71,4,1,0,0,53312,278,4642,32,241,0,12,0,0,25,5,1,5,1,0,7,0
70,2,0,0,0,72228,1250,4897,87,631,28,491,30,14,56,6,7,8,1,0,3,2
35,2,1,0,0,67605,938,4773,84,336,28,282,120.5,54,54,2,8,6,1,0,1,2
73,3,1,1,2,62845,1178,4954,3,1099,0,45,0,0,34,3,4,10,11,1,8,1
64,2,1,1,2,65196,1155,4657,34,743,19,181,12,0,126.5,7,6,11,2,1,5,1
35,4,0,0,0,42000,653,4853,23,124,81,267,85,59,35,5,2,11,2,0,5,2
49,4,0,1,2,35860,49,4359,37,15,0,8,4,2,20,1,1,2,2,1,5,0
58,4,1,1,1,65526,506,4397,22,397,19,69,12,0,9,4,4,8,1,0,2,1
61,2,1,1,2,16860,38,4973,19,10,4,4,3,3,14,1,1,3,3,0,7,0
30,2,0,0,0,83528,1650,4377,7,530,81,556,120.5,44,126.5,4,10,8,1,2,1,2
57,1,0,1,1,64176,1826,5013,52,1215,33,249,64,81,126.5,8,9,8,8,0,6,1
66,2,0,0,0,22304,18,5012,91,3,2,7,0,4,2,1,0,2,1,0,8,0
44,2,1,0,0,67023,906,4435,93,444,44,382,11,8,17,3,7,13,1,0,2,2
51,4,1,1,1,32892,46,4353,78,26,0,15,2,1,2,3,0,3,2,0,8,0
56,2,1,1,1,70713,1477,4891,23,736,81,279,82,76,126.5,5,6,8,6,0,3,1
67,2,1,1,1,59925,766,4894,83,473,21,176,19,21,56,9,2,9,3,0,6,1
69,2,1,1,1,39722,47,4443,92,32,0,5,2,0,8,2,0,3,2,0,5,0
64,2,1,0,0,46610,467,4664,4,288,10,30,4,10,125,6,1,6,1,0,6,1
61,2,1,0,0,88347,2116,4679,32,1050,81,555,77,81,118,4,7,9,1,1,1,2
41,4,1,0,0,87171,1298,4742,27,1001,44,107,58,44,44,6,7,11,1,2,2,2
46,1,1,1,2,26907,22,4631,10,9,1,7,0,3,2,1,0,3,2,0,7,0
54,3,0,1,1,50014,396,4476,9,234,14,77,19,10,42,4,1,8,2,0,5,1
44,4,1,1,1,41014,20,4751,65,7,2,6,2,0,3,1,0,2,1,0,7,0
57,2,0,0,0,66294,967,4422,68,251,81,334,65,81,117,4,3,5,1,0,2,2
51,2,1,1,1,36715,357,4907,16,172,10,125,21,13,16,7,2,4,6,0,9,1
66,2,1,0,0,79456,1401,4994,12,565,42,548,64,81,99,5,6,4,1,0,3,2
40,2,1,1,1,40479,15,4634,95,5,0,8,2,0,0,0,0,3,1,0,4,0
52,3,0,0,0,75345,2087,4830,16,918,57,556,99,38,126.5,5,8,6,1,1,3,2
45,2,1,1,1,54233,981,4828,46,652,8,158,21,0,126.5,11,6,5,4,0,8,1
52,2,0,1,2,24163,17,4578,3,4,1,7,2,1,2,1,0,3,2,0,4,0
64,4,1,0,0,84460,523,4859,80,152,27,103,106,54,81,9,9,4,0,4,5,2
39,2,1,1,1,43776,23,4375,77,8,0,9,2,1,3,1,0,2,1,0,6,0
64,4,0,0,0,71691,1192,4422,0,336,81,411,120.5,32,43,4,7,5,1,0,2,2
49,4,1,0,0,85844,1958,4349,62,938,19,556,25,81,38,6,6,7,1,1,2,2
48,4,0,1,1,39190,133,4382,91,68,8,18,19,8,12,2,1,4,2,0,5,0
63,2,1,0,0,71367,777,4628,24,227,23,389,42,21,75,4,5,7,1,0,2,2
50,4,0,1,2,38578,73,4690,2,38,4,22,3,3,3,3,0,3,3,0,8,0
57,4,1,1,2,57236,121,4427,22,105,0,9,2,1,4,2,1,4,3,0,3,0
43,2,0,1,1,61825,424,4644,56,162,50,100,55,30,27,4,2,8,1,0,4,1
64,2,0,1,1,79803,868,4345,54,574,8,216,21,16,33,4,3,5,1,0,1,2
36,1,0,0,0,80910,756,4924,71,160,80,369,67,39,41,3,3,8,1,0,1,2
40,3,1,1,1,27590,12,4750,38,6,0,5,0,0,1,1,0,2,1,0,7,0
43,2,1,1,1,56775,937,4861,62,614,35,160,58,35,35,5,8,10,2,0,5,1
47,2,0,0,0,83829,1862,4582,78,897,81,430,120.5,81,27,4,7,6,0,3,1,2
43,1,1,1,1,54210,367,4723,18,70,54,109,80,9,45,4,1,7,2,0,5,1
36,2,1,1,1,38508,443,4649,95,120,19,206,25,19,54,7,2,5,6,0,8,1
52,2,1,1,1,53187,267,4564,66,211,2,30,7,7,10,4,1,6,2,0,5,0
50,2,1,1,1,30023,61,4415,28,11,0,16,7,6,21,2,0,3,1,0,8,0
62,4,0,0,0,76045,1323,4544,78,760,53,400,17,81,0,4,5,11,1,1,2,2
70,4,1,1,1,50870,63,4328,13,53,0,8,0,0,2,2,0,3,1,0,5,0
52,1,1,0,0,15315,64,4648,27,7,4,13,15,8,17,2,0,4,2,0,5,0
48,1,1,1,1,65463,562,4468,17,391,32,70,21,32,16,6,2,9,2,1,5,1
57,2,1,1,2,66480,312,4347,71,199,9,57,20,21,6,4,1,7,7,0,4,1
68,2,0,0,0,76773,1156,4807,79,516,56,449,86,33,16,2,2,11,1,0,1,2
39,1,0,0,0,81698,1104,4803,1,709,45,115,30,81,45,8,2,5,1,1,5,2
49,4,0,1,2,54466,16,4458,78,12,0,4,0,0,0,1,0,2,1,0,5,0
62,3,0,0,0,98777,2008,4450,23,1000,19,556,120.5,81,38,4,6,9,0,1,1,2
38,4,0,1,1,16269,44,4621,75,19,3,18,3,1,0,3,0,3,3,0,8,0
51,2,1,1,1,71819,1574,4623,70,1224,28,140,0,14,126.5,3,3,5,3,2,6,1
39,4,1,1,1,33569,63,4574,10,16,2,18,3,0,24,1,1,2,1,1,8,0
39,3,1,0,0,36262,426,4600,24,88,39,54,64,28,126.5,3,5,3,1,1,6,2
56,0,1,0,0,22634,96,4847,47,2,23,11,8,6,46,2,1,2,1,0,8,0
44,1,1,1,1,47025,635,4608,98,508,11,59,23,5,29,11,1,6,5,0,9,1
54,2,0,1,1,70566,757,4584,4,381,28,215,84,28,21,6,5,9,2,0,3,2
43,4,1,1,1,31605,125,4902,15,74,0,42,2,1,6,2,1,4,2,0,7,0
49,3,0,1,2,52034,332,4726,67,146,0,93,7,13,73,4,2,5,5,0,7,1
43,2,0,1,1,48526,135,4505,32,23,17,23,43,20,9,2,1,4,1,0,3,0
68,2,1,1,1,46734,330,4906,40,110,5,137,26,23,29,6,1,5,2,0,7,1
60,2,0,1,2,39552,384,4876,54,165,3,147,4,24,41,6,2,5,7,0,8,1
56,2,0,1,2,86358,1722,5008,78,957,47,494,82,47,95,5,3,6,4,0,8,1
45,2,1,1,3,46931,78,4384,94,41,0,17,3,1,16,1,1,3,2,0,3,0
37,0,0,0,0,16581,24,4851,51,1,3,4,2,3,11,0,0,3,1,0,4,0
70,1,0,0,0,63998,1168,4509,42,176,29,556,0,33,112,7,6,11,1,0,4,2
71,3,1,1,1,67381,957,4848,67,815,8,53,11,0,70,2,2,9,4,1,7,1
55,2,0,1,2,25930,15,4580,87,6,1,2,2,0,4,1,0,2,1,0,7,0
44,2,1,1,1,42693,57,4340,29,8,4,20,6,3,16,1,0,3,1,0,5,0
46,2,1,1,1,85606,1956,4912,89,717,42,556,120.5,30,84,6,7,9,2,1,3,2
37,2,0,0,0,72903,2013,4561,74,1067,81,556,0,19,39,7,5,8,1,3,4,2
48,1,1,1,1,49669,326,4354,97,166,5,107,11,8,29,5,1,6,2,0,6,1
54,4,1,1,2,36778,77,5011,63,29,4,34,2,4,4,3,0,3,3,0,9,0
60,4,0,0,0,85696,1313,4740,88,714,76,395,116,0,12,4,6,9,1,0,1,2
33,3,0,0,0,10979,30,4356,34,8,4,10,2,2,4,3,0,3,2,0,5,0
61,2,1,1,1,49678,315,4830,81,229,5,56,3,2,20,6,2,4,2,0,7,1
69,3,1,1,1,56129,660,4692,65,320,48,133,39,72,48,6,2,10,4,0,4,1
33,2,1,1,1,37155,74,4832,51,23,0,26,7,15,3,2,0,4,1,0,5,0
44,1,0,1,1,21282,46,4367,76,1,5,8,4,8,20,2,1,2,2,0,6,0
60,4,0,1,1,33419,86,4634,76,56,0,12,0,0,18,2,0,4,2,0,7,0
77,2,0,0,0,63285,1103,4554,84,508,81,249,50,38,126.5,6,5,13,1,0,3,2
48,3,1,1,1,21255,61,4477,56,29,0,25,2,2,3,2,1,4,4,0,4,0
41,2,1,1,1,42162,145,4540,31,46,7,59,2,4,27,3,1,3,2,1,6,0
66,2,1,1,2,54450,684,4971,0,454,0,171,8,19,32,9,2,8,12,0,8,1
68,4,1,1,1,57744,411,4547,91,350,3,39,0,0,19,9,1,4,2,0,8,1
36,2,0,1,1,26576,27,4942,40,10,0,8,0,0,9,1,0,2,1,1,9,0
79,4,0,0,0,57513,1060,4676,59,735,40,183,52,20,30,9,3,13,2,0,6,2
58,2,1,1,1,68142,1459,4987,96,897,81,196,91,81,37,10,4,7,3,0,6,1
43,2,1,1,1,7500,18,4987,61,5,2,3,3,0,5,1,0,2,1,0,8,0
48,2,1,0,0,83145,1833,4963,14,777,35,556,39,81,114,5,9,11,1,1,2,2
62,3,1,1,1,54197,237,4405,16,162,6,37,6,13,13,1,3,6,2,0,1,0
59,4,0,1,2,23091,48,4350,98,35,0,11,0,0,2,2,1,3,4,0,7,0
46,2,1,1,2,46049,515,4661,11,342,9,112,19,14,19,5,2,9,10,0,7,1
48,2,1,0,0,56715,1020,4889,52,258,81,239,120.5,81,9,7,3,4,1,0,4,2
61,2,1,0,0,79410,1370,4349,19,658,80,483,120.5,13,13,3,2,5,1,0,1,2
71,2,1,1,1,57304,1026,4793,61,356,80,329,120.5,17,106,7,6,10,2,0,5,1
57,2,1,1,1,44375,301,4416,73,213,5,28,7,7,41,4,1,6,1,0,5,0
66,2,1,1,2,54450,684,4971,0,454,0,171,8,19,32,9,2,8,12,0,8,1
57,2,1,1,1,59594,499,4935,74,457,4,29,0,0,9,8,1,7,1,1,7,1
28,2,1,0,0,80685,1004,4994,55,241,45,556,34,26,54,6,4,10,1,0,2,2
48,4,1,1,1,40344,218,4577,48,210,0,6,0,0,2,4,1,5,2,0,7,0
50,2,1,1,1,62710,606,4720,53,441,35,83,7,29,11,4,2,12,4,0,4,1
54,1,1,1,1,48985,75,4677,13,19,13,18,10,7,8,1,1,3,1,0,3,0
54,2,1,1,3,35322,106,4994,34,28,9,37,12,7,13,2,0,4,3,0,8,0
74,2,1,0,0,77142,990,4714,54,476,75,162,29,81,97,4,4,8,1,0,2,2
53,2,0,0,0,81657,1097,4476,69,364,40,425,120.5,60,50,3,4,8,1,0,1,2
26,0,1,0,0,14421,16,4450,81,0,0,2,3,3,8,1,0,2,1,1,5,0
48,1,1,0,0,20130,34,4422,99,0,6,3,7,6,12,1,0,3,1,0,8,0
32,4,1,0,0,74214,1711,4990,3,863,81,547,86,81,33,8,2,5,1,0,5,2
65,3,1,1,2,66726,438,4486,61,349,7,35,0,0,47,8,2,4,3,1,7,1
43,0,1,1,1,23724,75,4855,65,5,23,15,0,18,14,2,0,3,2,0,8,0
62,3,1,1,1,47353,225,4546,93,184,2,19,8,8,4,2,2,6,3,0,5,0
70,3,1,1,2,33444,18,4921,24,8,0,8,0,0,2,1,0,2,1,0,8,0
41,2,1,1,1,54386,470,4726,8,277,21,64,62,21,25,3,2,10,2,0,3,1
41,2,0,1,2,28510,91,4760,72,44,5,19,0,4,19,2,0,4,3,0,5,0
31,3,0,0,0,90638,2510.625,4454,29,1156,81,556,94,81,96,3,4,10,1,1,1,2
72,2,1,1,1,48070,504,4850,33,373,14,83,6,9,19,8,2,6,3,0,7,1
65,2,1,1,1,43140,235,4858,68,134,8,76,6,0,11,4,1,5,1,0,6,0
61,4,0,1,1,54959,1232,4844,55,1148,0,60,0,0,24,9,5,4,3,1,7,1
64,0,0,1,2,15056,88,4740,76,6,12,3,21,6,40,2,2,3,5,0,5,0
